T. Allen	EMG2 MOPS D hns r2
T. Allen	EMG2 MOPS D hns r3
T. Allen	EMG2 MOPS D hupB r1
M. Liu	EMG2 MOPS succinate r1
M. Liu	EMG2 MOPS succinate r2
C. Herring	MG1655 MOPS pBAD r1
C. Herring	MG1655 MOPS pBAD r2
C. Herring	MG1655 MOPS pBAD r3
C. Herring	MG1655 MOPS pBAD arabinose amber supressor tRNA r1
C. Herring	MG1655 MOPS pBAD arabinose amber supressor tRNA r2
C. Herring	MG1655 MOPS pBAD arabinose amber supressor tRNA r3
Y. Kang	MG1655 D fnr aerobic r1
Y. Kang	MG1655 D fnr aerobic r2
Y. Kang	MG1655 D fnr aerobic r3
Y. Kang	MG1655 wt anaerobic r1
Y. Kang	MG1655 wt anaerobic r2
Y. Kang	MG1655 wt anaerobic r3
Y. Kang	MG1655 D fnr anaerobic r1
Y. Kang	MG1655 D fnr anaerobic r2
Y. Kang	MG1655 D fnr anaerobic r3
Y. Kang	MG1655 D fnr anaerobic r4
F. Haddadin	MG1655 late log LB glucose magnesiumsulfate r1
F. Haddadin	MG1655 late log LB glucose magnesiumsulfate r2
F. Haddadin	MG1655 late log LB glucose magnesiumsulfate r3
F. Haddadin	MG1655 late log 1h post incubation LB glucose magnesiumsulfate r1
F. Haddadin	MG1655 late log 1h post incubation LB glucose magnesiumsulfate r2
F. Haddadin	MG1655 late log 1h post incubation LB glucose magnesiumsulfate r3
F. Haddadin	MG1655 late log 1h post incubation LB glucose magnesiumsulfate IPTG r1
F. Haddadin	MG1655 late log 1h post incubation LB glucose magnesiumsulfate IPTG r2
F. Haddadin	MG1655 late log 1h post incubation LB glucose magnesiumsulfate IPTG r3
F. Haddadin	MG1655 late log 4h post incubation LB glucose magnesiumsulfate r1
F. Haddadin	MG1655 late log 4h post incubation LB glucose magnesiumsulfate r2
F. Haddadin	MG1655 late log 4h post incubation LB glucose magnesiumsulfate r3
F. Haddadin	MG1655 late log 4h post incubation LB glucose magnesiumsulfate IPTG r1
F. Haddadin	MG1655 late log 4h post incubation LB glucose magnesiumsulfate IPTG r2
F. Haddadin	MG1655 late log 4h post incubation LB glucose magnesiumsulfate IPTG r3
F. Haddadin	MG1655 pPROExCat late log LB glucose magnesiumsulfate r1
F. Haddadin	MG1655 pPROExCat late log LB glucose magnesiumsulfate r2
F. Haddadin	MG1655 pPROExCat late log LB glucose magnesiumsulfate r3
F. Haddadin	MG1655 pPROExCat late log LB glucose magnesiumsulfate r4
F. Haddadin	MG1655 pPROExCat late log LB glucose magnesiumsulfate r5
F. Haddadin	MG1655 pPROExCat late log 1h post incubation LB glucose magnesiumsulfate r1
F. Haddadin	MG1655 pPROExCat late log 1h post incubation LB glucose magnesiumsulfate r2
F. Haddadin	MG1655 pPROExCat late log 1h post incubation LB glucose magnesiumsulfate r3
F. Haddadin	MG1655 pPROExCat late log 1h post incubation LB glucose magnesiumsulfate IPTG r1
F. Haddadin	MG1655 pPROExCat late log 1h post incubation LB glucose magnesiumsulfate IPTG r2
F. Haddadin	MG1655 pPROExCat late log 1h post incubation LB glucose magnesiumsulfate IPTG r3
F. Haddadin	MG1655 pPROExCat late log 4h post incubation LB glucose magnesiumsulfate r1
F. Haddadin	MG1655 pPROExCat late log 4h post incubation LB glucose magnesiumsulfate r2
F. Haddadin	MG1655 pPROExCat late log 4h post incubation LB glucose magnesiumsulfate r3
F. Haddadin	MG1655 pPROExCat late log 4h post incubation LB glucose magnesiumsulfate IPTG r1
F. Haddadin	MG1655 pPROExCat late log 4h post incubation LB glucose magnesiumsulfate IPTG r2
F. Haddadin	MG1655 pPROExCat late log 4h post incubation LB glucose magnesiumsulfate IPTG r3
S. Brokx	BW30270 MOPS glucose log aerobic r1
S. Brokx	BW30270 MOPS glucose log aerobic r2
S. Brokx	BW30270 MOPS glucose log anaerobic r1
S. Brokx	BW30270 MOPS glucose log anaerobic r2
S. Brokx	BW30270 MOPS glucose stationary aerobic r1
S. Brokx	BW30270 MOPS glucose stationary aerobic r2
S. Brokx	BW30270 MOPS glucose stationary anaerobic r1
S. Brokx	BW30270 MOPS glucose stationary anaerobic r2
S. Brokx	MG1655 MOPS glucose aerobic r1
S. Brokx	MG1655 MOPS glucose aerobic r2
S. Brokx	MG1655 MOPS glucose log anaerobic r1
S. Brokx	MG1655 MOPS glucose log anaerobic r2
S. Brokx	MG1655 MOPS glucose nitrate log anaerobic r1
S. Brokx	MG1655 MOPS glucose nitrate log anaerobic r2
I. Keren	EMG2 LB 0pt02percent glucose 150min post incubation r1
I. Keren	EMG2 LB 0pt02percent glucose 180min post incubation r1
I. Keren	EMG2 LB 0pt02percent glucose 210min post incubation r1
I. Keren	EMG2 LB 0pt02percent glucose 240min post incubation r1
I. Keren	EMG2 LB 0pt02percent glucose 270min post incubation r1
I. Keren	EMG2 LB 0pt02percent glucose 300min post incubation r1
I. Keren	EMG2 LB 0pt02percent glucose 330min post incubation r1
I. Keren	EMG2 LB 0pt02percent glucose 360min post incubation r1
I. Keren	EMG2 LB 0pt02percent glucose 480min post incubation r1
I. Keren	EMG2 LB 0pt04percent glucose 150min post incubation r1
I. Keren	EMG2 LB 0pt04percent glucose 180min post incubation r1
I. Keren	EMG2 LB 0pt04percent glucose 210min post incubation r1
I. Keren	EMG2 LB 0pt04percent glucose 240min post incubation r1
I. Keren	EMG2 LB 0pt04percent glucose 270min post incubation r1
I. Keren	EMG2 LB 0pt04percent glucose 300min post incubation r1
I. Keren	EMG2 LB 0pt04percent glucose 330min post incubation r1
I. Keren	EMG2 LB 0pt04percent glucose 360min post incubation r1
I. Keren	EMG2 LB 0pt04percent glucose 480min post incubation r1
L. Maurer	EMG2 HOMOPIPES pH5 r1
L. Maurer	EMG2 HOMOPIPES pH5 r2
L. Maurer	EMG2 HOMOPIPES pH5 r3
L. Maurer	EMG2 HOMOPIPES pH5 r4
L. Maurer	EMG2 HOMOPIPES pH5 r5
L. Maurer	EMG2 HOMOPIPES pH7 r1
L. Maurer	EMG2 HOMOPIPES pH7 r2
L. Maurer	EMG2 HOMOPIPES pH7 r3
L. Maurer	EMG2 HOMOPIPES pH7 r4
L. Maurer	EMG2 HOMOPIPES pH7 r5
L. Maurer	EMG2 HOMOPIPES pH8pt7 r1
L. Maurer	EMG2 HOMOPIPES pH8pt7 r2
L. Maurer	EMG2 HOMOPIPES pH8pt7 r3
L. Maurer	EMG2 HOMOPIPES pH8pt7 r4
L. Maurer	EMG2 HOMOPIPES pH8pt7 r5
D. Dwyer	BW25113 uninduced t0 r1
D. Dwyer	BW25113 uninduced t30 r1
D. Dwyer	BW25113 uninduced t60 r1
D. Dwyer	BW25113 uninduced t120 r1
D. Dwyer	BW25113 uninduced t180 r1
D. Dwyer	BW25113 norfloxacin 250ng t0 r1
D. Dwyer	BW25113 norfloxacin 250ng t30 r1
D. Dwyer	BW25113 norfloxacin 250ng t60 r1
D. Dwyer	BW25113 norfloxacin 250ng t120 r1
D. Dwyer	BW25113 norfloxacin 250ng t180 r1
D. Dwyer	BW25113 D recA uninduced t0 r1
D. Dwyer	BW25113 D recA uninduced t30 r1
D. Dwyer	BW25113 D recA uninduced t60 r1
D. Dwyer	BW25113 D recA uninduced t120 r1
D. Dwyer	BW25113 D recA uninduced t180 r1
D. Dwyer	BW25113 U ccdB t0 r1
D. Dwyer	BW25113 U ccdB t30 r1
D. Dwyer	BW25113 U ccdB t60 r1
D. Dwyer	BW25113 U ccdB t120 r1
D. Dwyer	BW25113 U ccdB t180 r1
D. Dwyer	BW25113 D recA norfloxacin 250ng t0 r1
D. Dwyer	BW25113 D recA norfloxacin 250ng t30 r1
D. Dwyer	BW25113 D recA norfloxacin 250ng t60 r1
D. Dwyer	BW25113 D recA norfloxacin 250ng t120 r1
D. Dwyer	BW25113 D recA norfloxacin 250ng t180 r1
D. Dwyer	BW25113 D recA U ccdB t0 r1
D. Dwyer	BW25113 D recA U ccdB t30 r1
D. Dwyer	BW25113 D recA U ccdB t60 r1
D. Dwyer	BW25113 D recA U ccdB t120 r1
D. Dwyer	BW25113 D recA U ccdB t180 r1
D. Dwyer	MG1063 uninduced t0 r1
D. Dwyer	MG1063 uninduced t30 r1
D. Dwyer	MG1063 uninduced t60 r1
D. Dwyer	MG1063 uninduced t120 r1
D. Dwyer	MG1063 norfloxacin 250ng t0 r1
D. Dwyer	MG1063 norfloxacin 250ng t30 r1
D. Dwyer	MG1063 norfloxacin 250ng t60 r1
D. Dwyer	MG1063 norfloxacin 250ng t120 r1
D. Dwyer	MG1063 norfloxacin 250ng chelator t0 r1
D. Dwyer	MG1063 norfloxacin 250ng chelator t30 r1
D. Dwyer	MG1063 norfloxacin 250ng chelator t60 r1
D. Dwyer	MG1063 norfloxacin 250ng chelator t120 r1
D. Dwyer	MG1063 U ccdB chelator t0 r1
D. Dwyer	MG1063 U ccdB chelator t30 r1
D. Dwyer	MG1063 U ccdB chelator t60 r1
D. Dwyer	MG1063 U ccdB chelator t120 r1
D. Dwyer	MG1655 U lacZ t0 r1
D. Dwyer	MG1655 U lacZ t30 r1
D. Dwyer	MG1655 U lacZ t60 r1
D. Dwyer	MG1655 U lacZ t90 r1
D. Dwyer	MG1655 U ccdB t0 r1
D. Dwyer	MG1655 U ccdB t0 r2
D. Dwyer	MG1655 U ccdB t30 r1
D. Dwyer	MG1655 U ccdB t30 r2
D. Dwyer	MG1655 U ccdB t60 r1
D. Dwyer	MG1655 U ccdB t60 r2
D. Dwyer	MG1655 U ccdB t90 r1
D. Dwyer	MG1655 U ccdB t90 r2
D. Dwyer	W1872 U ccdB chelator t0 r1
D. Dwyer	W1872 U ccdB chelator t30 r1
D. Dwyer	W1872 U ccdB chelator t60 r1
D. Dwyer	W1872 U ccdB chelator t120 r1
M. Kohanski	MG1655 untreated t0 r1
M. Kohanski	MG1655 untreated t30 r1
M. Kohanski	MG1655 untreated t60 r1
M. Kohanski	MG1655 untreated t120 r1
M. Kohanski	MG1063 untreated t180 r1
M. Kohanski	MG1655 ampicillin 5ug t30 r1
M. Kohanski	MG1655 ampicillin 5ug t60 r1
M. Kohanski	MG1655 ampicillin 5ug t120 r1
M. Kohanski	MG1655 kanamycin t30 r1
M. Kohanski	MG1655 kanamycin t60 r1
M. Kohanski	MG1655 kanamycin t120 r1
M. Kohanski	MG1655 norfloxacin t30 r1
M. Kohanski	MG1655 norfloxacin t60 r1
M. Kohanski	MG1655 norfloxacin t120 r1
M. Kohanski	MG1655 spectinomycin t30 r1
M. Kohanski	MG1655 spectinomycin t60 r1
M. Kohanski	MG1655 spectinomycin t120 r1
E. Hayes	W3110 LB ph5 7 anaerobic r1
E. Hayes	W3110 LB ph8 5 anaerobic r5
E. Hayes	W3110 LB ph5 7 anaerobic r2
E. Hayes	W3110 LB ph5 7 anaerobic r3
E. Hayes	W3110 LB ph5 7 anaerobic r4
E. Hayes	W3110 LB ph5 7 anaerobic r5
E. Hayes	W3110 LB ph7 anaerobic r1
E. Hayes	W3110 LB ph7 anaerobic r2
E. Hayes	W3110 LB ph7 anaerobic r3
E. Hayes	W3110 LB ph7 anaerobic r4
E. Hayes	W3110 LB ph7 anaerobic r5
E. Hayes	W3110 LB ph8 5 anaerobic r1
E. Hayes	W3110 LB ph8 5 anaerobic r2
E. Hayes	W3110 LB ph8 5 anaerobic r3
E. Hayes	W3110 LB ph8 5 anaerobic r4
J. Lee	BW25113 LB wt t24h r1
J. Lee	BW25113 LB D tnaA t24h r1
J. Lee	BW25113 LB glucose wt t24h r1
J. Lee	BW25113 LB glucose D trpE t24h DMF r1
J. Lee	BW25113 LB glucose D yceP t24h DMF r1
J. Lee	BW25113 LB glucose D yceP t24h indole r1
J. Lee	BW25113 LB glucose D yceP t24h indole r2
M. Bradley	MG1655 wt t90m r1
M. Bradley	MG1655 wt t90m r2
M. Bradley	MG1655 wt t90m r3
M. Bradley	MG1655 wt t150m r1
M. Bradley	MG1655 wt t150m r2
M. Bradley	MG1655 wt t150m r3
M. Bradley	MG1655 wt t240m r1
M. Bradley	MG1655 wt t240m r2
M. Bradley	MG1655 wt t240m r3
M. Bradley	MG1655 wt t360m r1
M. Bradley	MG1655 wt t360m r2
M. Bradley	MG1655 wt t360m r3
M. Bradley	MG1655 D fis t90m r1
M. Bradley	MG1655 D fis t90m r2
M. Bradley	MG1655 D fis t90m r3
M. Bradley	MG1655 D fis t150m r1
M. Bradley	MG1655 D fis t150m r2
M. Bradley	MG1655 D fis t150m r3
M. Bradley	MG1655 D fis t240m r1
M. Bradley	MG1655 D fis t240m r2
M. Bradley	MG1655 D fis t240m r3
M. Bradley	MG1655 D fis t360m r1
M. Bradley	MG1655 D fis t360m r2
M. Bradley	MG1655 D fis t360m r3
C. Reigstad	MG1655 t150m aerobic r1
C. Reigstad	MG1655 t150m aerobic r2
C. Reigstad	MG1655 t300m aerobic r1
C. Reigstad	MG1655 t300m aerobic r2
C. Reigstad	MG1655 t480m aerobic r1
C. Reigstad	MG1655 t480m aerobic r2
C. Reigstad	MG1655 t720m aerobic r1
C. Reigstad	MG1655 t720m aerobic r2
C. Reigstad	MG1655 t1080m aerobic r1
C. Reigstad	MG1655 t1080m aerobic r2
C. Reigstad	MG1655 t1560m aerobic r1
C. Reigstad	MG1655 t1560m aerobic r2
C. Reigstad	MG1655 t150m anaerobic r1
C. Reigstad	MG1655 t150m anaerobic r2
C. Reigstad	MG1655 t180m anaerobic r1
C. Reigstad	MG1655 t180m anaerobic r2
C. Reigstad	MG1655 t225m anaerobic r1
C. Reigstad	MG1655 t225m anaerobic r2
C. Reigstad	MG1655 t270m anaerobic r1
C. Reigstad	MG1655 t270m anaerobic r2
C. Reigstad	MG1655 t405m anaerobic r1
C. Reigstad	MG1655 t405m anaerobic r2
J. Domka	BW25113 wt LB suspension 4h r1
J. Domka	BW25113 wt LB suspension 7h r1
J. Domka	BW25113 wt LB suspension 15h r1
J. Domka	BW25113 wt LB suspension 24h r1
J. Domka	BW25113 wt LB biofilm 4h r1
J. Domka	BW25113 wt LB biofilm 7h r1
J. Domka	BW25113 wt LB biofilm 15h r1
J. Domka	BW25113 wt LB biofilm 24h r1
J. Domka	BW25113 LB wt t24h r1
J. Domka	BW25113 LB wt t24h r2
J. Domka	BW25113 LB D yceP t24h r1
J. Domka	BW25113 LB D yliH t24h r1
X. Zhang	BW25113 wt LB glucose t15h r1
X. Zhang	BW25113 D ycfR LB glucose t15h r1
M. Herzberg	BW25113 LB wt r1
M. Herzberg	BW25113 LB D ydgG r1
L. Wang	W3110 LB wt OD2pt4 r1
L. Wang	W3110 LB wt OD2pt4 r2
L. Wang	W3110 LB D luxS OD2pt4 r1
L. Wang	W3110 LB D luxS OD2pt4 r2
L. Wang	W3110 LB wt OD1 r1
L. Wang	W3110 LB wt OD1 r2
L. Wang	W3110 LB D luxS OD1 r1
J. Lee	BW25113 wt LB glucose t24h biofilm r1
J. Lee	BW25113 D ymgB LB glucose t24h biofilm r1
X. Zhang	BW25113 wt LB t15h biofilm r1
X. Zhang	BW25113 D yncC LB t15h biofilm r1
E. Zoetendal	BW13711 no tannin r1
E. Zoetendal	BW13711 no tannin r2
E. Zoetendal	BW13711 tannin 1percent r1
E. Zoetendal	BW13711 tannin 1percent r2
T. Dong	MG1655 LB wt r1
T. Dong	MG1655 LB wt r2
T. Dong	MG1655 LB wt r3
T. Dong	MG1655 LB D rpoS r1
T. Dong	MG1655 LB D rpoS r2
T. Dong	MG1655 LB D rpoS r3
T. Dong	MG1655 M63 glucose wt exponential r1
T. Dong	MG1655 M63 glucose wt exponential r2
T. Dong	MG1655 M63 glucose wt exponential r3
T. Dong	MG1655 M63 glucose wt stationary r1
T. Dong	MG1655 M63 glucose wt stationary r2
T. Dong	MG1655 M63 glucose wt stationary r3
T. Dong	MG1655 M63 glucose D rpoS exponential r1
T. Dong	MG1655 M63 glucose D rpoS exponential r2
T. Dong	MG1655 M63 glucose D rpoS exponential r3
T. Dong	MG1655 M63 glucose D rpoS stationary r1
T. Dong	MG1655 M63 glucose D rpoS stationary r2
T. Dong	MG1655 M63 glucose D rpoS stationary r3
G. Kannan	W3110 LB acid shift t10min r5
G. Kannan	W3110 LB acid shift t0 r1
G. Kannan	W3110 LB acid shift t0 r2
G. Kannan	W3110 LB acid shift t0 r3
G. Kannan	W3110 LB acid shift t0 r4
G. Kannan	W3110 LB acid shift t0 r5
G. Kannan	W3110 LB acid shift t1min r1
G. Kannan	W3110 LB acid shift t1min r2
G. Kannan	W3110 LB acid shift t1min r3
G. Kannan	W3110 LB acid shift t1min r4
G. Kannan	W3110 LB acid shift t1min r5
G. Kannan	W3110 LB acid shift t5min r1
G. Kannan	W3110 LB acid shift t5min r2
G. Kannan	W3110 LB acid shift t5min r3
G. Kannan	W3110 LB acid shift t5min r4
G. Kannan	W3110 LB acid shift t5min r5
G. Kannan	W3110 LB acid shift t10min r1
G. Kannan	W3110 LB acid shift t10min r2
G. Kannan	W3110 LB acid shift t10min r3
G. Kannan	W3110 LB acid shift t10min r4
T. Maeda	TG1 pBS Kan Synhox hydrogen producing cells r1
T. Maeda	TG1 pBS Kan hydrogen production r1
X. Yang	ATCC25404 wt LB t24h biofilm r1
X. Yang	ATCC25404 wt plus R1drd9 LB t24h biofilm r1
X. Yang	MG1655 wt M9C glucose t24h biofilm r1
X. Yang	MG1655 wt plus R1drd19 M9C glucose t24h biofilm r1
X. Yang	BW25113 wt LB t7h biofilm r1
X. Yang	BW25113 wt LB t15h biofilm r1
X. Yang	BW25113 wt LB t24h biofilm r1
X. Yang	BW25113 wt plus R1drd19 LB t7h biofilm r1
X. Yang	BW25113 wt plus R1drd19 LB t15h biofilm r1
X. Yang	BW25113 wt plus R1drd19 LB t24h biofilm r1
M. Laubacher	MG1655 untreated -5min r1
M. Laubacher	MG1655 untreated -5min r2
M. Laubacher	MG1655 untreated -5min r3
M. Laubacher	MG1655 untreated 5min r1
M. Laubacher	MG1655 untreated 5min r2
M. Laubacher	MG1655 untreated 20min r1
M. Laubacher	MG1655 untreated 20min r2
M. Laubacher	MG1655 untreated 20min r3
M. Laubacher	MG1655 untreated 40min r1
M. Laubacher	MG1655 untreated 40min r2
M. Laubacher	MG1655 untreated 40min r3
M. Laubacher	MG1655 untreated 40min r4
M. Laubacher	MG1655 mecillinam 30ng -5min r1
M. Laubacher	MG1655 mecillinam 30ng -5min r2
M. Laubacher	MG1655 mecillinam 30ng 5min r1
M. Laubacher	MG1655 mecillinam 30ng 5min r2
M. Laubacher	MG1655 mecillinam 30ng 20min r1
M. Laubacher	MG1655 mecillinam 30ng 20min r2
M. Laubacher	MG1655 mecillinam 30ng 40min r1
M. Laubacher	MG1655 mecillinam 30ng 40min r2
M. Laubacher	MG1655 mecillinam 30ng 40min r3
M. Laubacher	MG1655 cefsulodin 10ug -5min r1
M. Laubacher	MG1655 cefsulodin 10ug -5min r2
M. Laubacher	MG1655 cefsulodin 10ug 5min r1
M. Laubacher	MG1655 cefsulodin 10ug 5min r2
M. Laubacher	MG1655 cefsulodin 10ug 20min r1
M. Laubacher	MG1655 cefsulodin 10ug 20min r2
M. Laubacher	MG1655 cefsulodin 10ug 40min r1
M. Laubacher	MG1655 cefsulodin 10ug 40min r2
M. Laubacher	MG1655 cefsulodin 10ug 40min r3
M. Laubacher	MG1655 cefsulodin plus mecillinam -5min r1
M. Laubacher	MG1655 cefsulodin plus mecillinam -5min r2
M. Laubacher	MG1655 cefsulodin plus mecillinam -5min r3
M. Laubacher	MG1655 cefsulodin plus mecillinam 5min r1
M. Laubacher	MG1655 cefsulodin plus mecillinam 5min r2
M. Laubacher	MG1655 cefsulodin plus mecillinam 5min r3
M. Laubacher	MG1655 cefsulodin plus mecillinam 20min r1
M. Laubacher	MG1655 cefsulodin plus mecillinam 20min r2
M. Laubacher	MG1655 cefsulodin plus mecillinam 20min r3
M. Laubacher	MG1655 cefsulodin plus mecillinam 40min r1
M. Laubacher	MG1655 cefsulodin plus mecillinam 40min r2
M. Laubacher	MG1655 cefsulodin plus mecillinam 40min r3
M. Laubacher	MG1655 cefsulodin plus mecillinam 40min r4
A. Ito	MG1655 biofilm attachment r1
A. Ito	MG1655 biofilm attachment r2
A. Ito	MG1655 biofilm attachment r3
A. Ito	MG1655 biofilm colony formation r1
A. Ito	MG1655 biofilm colony formation r2
A. Ito	MG1655 biofilm colony formation r3
A. Ito	MG1655 biofilm maturation r1
A. Ito	MG1655 biofilm maturation r2
A. Ito	MG1655 biofilm maturation r3
A. Ito	MG1655 planktonic exponential r1
A. Ito	MG1655 planktonic exponential r2
A. Ito	MG1655 planktonic exponential r3
A. Ito	MG1655 planktonic stationary r1
A. Ito	MG1655 planktonic stationary r2
A. Ito	MG1655 planktonic stationary r3
E. Masse	MG1655 pBAD ryhB r1
E. Masse	MG1655 pBAD ryhB r2
E. Masse	MG1655 pBAD ryhB arabinose r1
E. Masse	MG1655 pBAD ryhB arabinose r2
E. Masse	MG1655 pNM12 arabinose r1
E. Masse	MG1655 pNM12 arabinose r2
A. Ito	MG1655 MOPS wt exponential r1
A. Ito	MG1655 MOPS wt exponential r2
A. Ito	MG1655 MOPS wt exponential r3
A. Ito	MG1655 MOPS wt stationary r1
A. Ito	MG1655 MOPS wt stationary r2
A. Ito	MG1655 MOPS wt stationary r3
A. Ito	MG1655 MOPS wt biofilm r1
A. Ito	MG1655 MOPS wt biofilm r2
A. Ito	MG1655 MOPS wt biofilm r3
A. Ito	MG1655 MOPS D rpoS exponential r1
